iter	RMSE
1503	0.04731715257
1504	0.04729924461
1505	0.04728044043
1506	0.04727280179
1507	0.04725476719
1508	0.04724962521
1509	0.04723985815
1510	0.0472287975
1511	0.04720575349
1512	0.04719715613
1513	0.0471861519
1514	0.04717439441
1515	0.04716941582
1516	0.04715749318
1517	0.04714798268
1518	0.04713795407
1519	0.047130393
1520	0.04711266091
1521	0.04709337019
1522	0.04708178063
1523	0.04707404871
1524	0.04706838962
1525	0.04705580624
1526	0.04704415244
1527	0.04703543377
1528	0.04702823512
1529	0.0470124034
1530	0.04700390806
1531	0.04699808156
1532	0.04698442207
1533	0.04697750451
1534	0.04696938383
1535	0.0469633731
1536	0.04694408986
1537	0.04693109415
1538	0.04691647941
1539	0.04690681738
1540	0.04689713467
1541	0.0468900076
1542	0.04687567853
1543	0.04686617267
1544	0.04685922634
1545	0.04684510097
1546	0.04683382601
1547	0.04682537447
1548	0.0468154559
1549	0.04679937379
1550	0.04677693563
1551	0.0467621507
1552	0.04675266917
1553	0.04674620946
1554	0.04672641158
1555	0.046712169
1556	0.0467049383
1557	0.04669682774
1558	0.04668344603
1559	0.04666892268
1560	0.04666009485
1561	0.04665220098
1562	0.04663718441
1563	0.0466245595
1564	0.04661953966
1565	0.04660751698
1566	0.04659171202
1567	0.04658122939
1568	0.04656458153
1569	0.04655512676
1570	0.04654955513
1571	0.04653301954
1572	0.04652456459
1573	0.04651660228
1574	0.04650337189
1575	0.0464971034
1576	0.04648807087
1577	0.04648068047
1578	0.04647184593
1579	0.0464644717
1580	0.04645683802
1581	0.04645007892
1582	0.04644494434
1583	0.04643455573
1584	0.04642529639
1585	0.04641720328
1586	0.04640835336
1587	0.04639712305
1588	0.04638796391
1589	0.0463804243
1590	0.04637321281
1591	0.04636730236
1592	0.04635344771
1593	0.04634414059
1594	0.04633756976
1595	0.04633155106
1596	0.04630544313
1597	0.04629927019
1598	0.0462875682
1599	0.04627515315
1600	0.04626757658
1601	0.04625402662
1602	0.04623751563
1603	0.04623523526
1604	0.04622854518
1605	0.04620533518
1606	0.04619740829
1607	0.04618588511
1608	0.04617855121
1609	0.04617124005
1610	0.04615298526
1611	0.0461464518
1612	0.0461367121
1613	0.04612687165
1614	0.0461159849
1615	0.0461026439
1616	0.04609494126
1617	0.04608479192
1618	0.04607644
1619	0.04606840361
1620	0.04606010318
1621	0.04604801855
1622	0.04603509852
1623	0.04602779042
1624	0.04602289643
1625	0.0460175429
1626	0.04600843583
1627	0.04599201534
1628	0.04598668908
1629	0.04597678824
1630	0.04596844632
1631	0.04596402858
1632	0.04595290178
1633	0.04594414661
1634	0.0459395588
1635	0.04593046795
1636	0.04592243892
1637	0.04590793274
1638	0.0459027374
1639	0.04589750355
1640	0.04588605421
1641	0.0458750471
1642	0.04586319587
1643	0.0458542577
1644	0.04584629447
1645	0.04583988416
1646	0.04582225402
1647	0.04581632945
1648	0.0458019181
1649	0.04579309055
1650	0.04578026746
1651	0.0457728687
1652	0.04575728521
1653	0.0457465037
1654	0.04573767053
1655	0.04573035698
1656	0.04571645121
1657	0.04570892562
1658	0.04570622924
1659	0.04569447134
1660	0.04568596707
1661	0.04567881428
1662	0.04566556315
1663	0.04565277114
1664	0.04564255938
1665	0.04563571996
1666	0.04563110874
1667	0.04562261245
1668	0.04561527293
1669	0.04560511735
1670	0.04559176973
1671	0.04558189876
1672	0.04556901366
1673	0.04555668034
